2026-08-14 07:44:22,672 | INFO    | test | START tests/web/test_shopping_flow.py::test_cart_survives_a_page_reload[webkit]
2026-08-14 07:44:24,017 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/auth/login "HTTP/1.1 200 OK"
2026-08-14 07:44:24,022 | INFO    | framework.http | POST http://127.0.0.1:8000/api/auth/login -> 200 (11 ms)
2026-08-14 07:44:24,033 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/cart "HTTP/1.1 200 OK"
2026-08-14 07:44:24,033 | INFO    | framework.http | GET http://127.0.0.1:8000/api/cart -> 200 (9 ms)
2026-08-14 07:44:24,039 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/products?in_stock=true "HTTP/1.1 200 OK"
2026-08-14 07:44:24,039 | INFO    | framework.http | GET http://127.0.0.1:8000/api/products?in_stock=true -> 200 (5 ms)
2026-08-14 07:44:24,056 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/cart/items "HTTP/1.1 201 Created"
2026-08-14 07:44:24,056 | INFO    | framework.http | POST http://127.0.0.1:8000/api/cart/items -> 201 (16 ms)
2026-08-14 07:44:25,055 | INFO    | test | END   tests/web/test_shopping_flow.py::test_cart_survives_a_page_reload[webkit] (2.38s)
