2026-08-14 08:35:06,602 | INFO    | test | START tests/web/test_shopping_flow.py::test_cart_survives_a_page_reload[firefox]
2026-08-14 08:35:08,361 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/auth/login "HTTP/1.1 200 OK"
2026-08-14 08:35:08,361 | INFO    | framework.http | POST http://127.0.0.1:8000/api/auth/login -> 200 (5 ms)
2026-08-14 08:35:08,377 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/cart "HTTP/1.1 200 OK"
2026-08-14 08:35:08,377 | INFO    | framework.http | GET http://127.0.0.1:8000/api/cart -> 200 (13 ms)
2026-08-14 08:35:08,395 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/products?in_stock=true "HTTP/1.1 200 OK"
2026-08-14 08:35:08,395 | INFO    | framework.http | GET http://127.0.0.1:8000/api/products?in_stock=true -> 200 (14 ms)
2026-08-14 08:35:08,405 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/cart/items "HTTP/1.1 201 Created"
2026-08-14 08:35:08,408 | INFO    | framework.http | POST http://127.0.0.1:8000/api/cart/items -> 201 (7 ms)
2026-08-14 08:35:09,209 | INFO    | test | END   tests/web/test_shopping_flow.py::test_cart_survives_a_page_reload[firefox] (2.61s)
