2026-08-13 21:41:16,074 | INFO    | test | START tests/web/test_shopping_flow.py::test_removing_an_item_updates_the_total[chromium]
2026-08-13 21:41:16,459 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/auth/login "HTTP/1.1 200 OK"
2026-08-13 21:41:16,461 | INFO    | framework.http | POST http://127.0.0.1:8000/api/auth/login -> 200 (4 ms)
2026-08-13 21:41:16,479 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/cart "HTTP/1.1 200 OK"
2026-08-13 21:41:16,479 | INFO    | framework.http | GET http://127.0.0.1:8000/api/cart -> 200 (8 ms)
2026-08-13 21:41:16,494 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/products?in_stock=true "HTTP/1.1 200 OK"
2026-08-13 21:41:16,495 | INFO    | framework.http | GET http://127.0.0.1:8000/api/products?in_stock=true -> 200 (14 ms)
2026-08-13 21:41:16,498 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/cart/items "HTTP/1.1 201 Created"
2026-08-13 21:41:16,499 | INFO    | framework.http | POST http://127.0.0.1:8000/api/cart/items -> 201 (3 ms)
2026-08-13 21:41:17,336 | INFO    | test | END   tests/web/test_shopping_flow.py::test_removing_an_item_updates_the_total[chromium] (1.26s)
