2026-08-13 21:39:58,974 | INFO    | test | START tests/services/test_cart_flow.py::test_checkout_with_empty_cart_is_rejected
2026-08-13 21:39:59,009 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/auth/login "HTTP/1.1 200 OK"
2026-08-13 21:39:59,009 | INFO    | framework.http | POST http://127.0.0.1:8000/api/auth/login -> 200 (1 ms)
2026-08-13 21:39:59,012 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/cart "HTTP/1.1 200 OK"
2026-08-13 21:39:59,012 | INFO    | framework.http | GET http://127.0.0.1:8000/api/cart -> 200 (2 ms)
2026-08-13 21:39:59,017 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/orders "HTTP/1.1 422 Unprocessable Entity"
2026-08-13 21:39:59,017 | INFO    | framework.http | POST http://127.0.0.1:8000/api/orders -> 422 (2 ms)
2026-08-13 21:39:59,033 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/cart "HTTP/1.1 200 OK"
2026-08-13 21:39:59,034 | INFO    | framework.http | GET http://127.0.0.1:8000/api/cart -> 200 (14 ms)
2026-08-13 21:39:59,035 | INFO    | test | END   tests/services/test_cart_flow.py::test_checkout_with_empty_cart_is_rejected (0.06s)
