2026-08-14 04:10:08,889 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/auth/register "HTTP/1.1 201 Created"
2026-08-14 04:10:10,102 | INFO    | test | START tests/web/test_shopping_flow.py::test_complete_purchase_journey[webkit]
2026-08-14 04:10:11,981 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/auth/login "HTTP/1.1 200 OK"
2026-08-14 04:10:11,982 | INFO    | framework.http | POST http://127.0.0.1:8000/api/auth/login -> 200 (3 ms)
2026-08-14 04:10:11,987 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/cart "HTTP/1.1 200 OK"
2026-08-14 04:10:11,988 | INFO    | framework.http | GET http://127.0.0.1:8000/api/cart -> 200 (3 ms)
2026-08-14 04:10:12,879 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/cart "HTTP/1.1 200 OK"
2026-08-14 04:10:12,879 | INFO    | framework.http | GET http://127.0.0.1:8000/api/cart -> 200 (18 ms)
2026-08-14 04:10:13,313 | INFO    | test | END   tests/web/test_shopping_flow.py::test_complete_purchase_journey[webkit] (3.21s)
