2026-08-14 04:09:44,311 | INFO    | test | START tests/web/test_shopping_flow.py::test_removing_an_item_updates_the_total[firefox]
2026-08-14 04:09:46,428 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/auth/login "HTTP/1.1 200 OK"
2026-08-14 04:09:46,429 | INFO    | framework.http | POST http://127.0.0.1:8000/api/auth/login -> 200 (7 ms)
2026-08-14 04:09:46,440 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/cart "HTTP/1.1 200 OK"
2026-08-14 04:09:46,440 | INFO    | framework.http | GET http://127.0.0.1:8000/api/cart -> 200 (5 ms)
2026-08-14 04:09:46,451 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/products?in_stock=true "HTTP/1.1 200 OK"
2026-08-14 04:09:46,453 | INFO    | framework.http | GET http://127.0.0.1:8000/api/products?in_stock=true -> 200 (5 ms)
2026-08-14 04:09:46,461 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/cart/items "HTTP/1.1 201 Created"
2026-08-14 04:09:46,462 | INFO    | framework.http | POST http://127.0.0.1:8000/api/cart/items -> 201 (7 ms)
2026-08-14 04:09:47,454 | INFO    | test | END   tests/web/test_shopping_flow.py::test_removing_an_item_updates_the_total[firefox] (3.14s)
