2026-08-14 09:47:49,904 | INFO    | test | START tests/web/test_shopping_flow.py::test_cart_survives_a_page_reload[webkit]
2026-08-14 09:47:51,263 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/auth/login "HTTP/1.1 200 OK"
2026-08-14 09:47:51,263 | INFO    | framework.http | POST http://127.0.0.1:8000/api/auth/login -> 200 (7 ms)
2026-08-14 09:47:51,270 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/cart "HTTP/1.1 200 OK"
2026-08-14 09:47:51,271 | INFO    | framework.http | GET http://127.0.0.1:8000/api/cart -> 200 (5 ms)
2026-08-14 09:47:51,278 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/products?in_stock=true "HTTP/1.1 200 OK"
2026-08-14 09:47:51,278 | INFO    | framework.http | GET http://127.0.0.1:8000/api/products?in_stock=true -> 200 (6 ms)
2026-08-14 09:47:51,287 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/cart/items "HTTP/1.1 201 Created"
2026-08-14 09:47:51,288 | INFO    | framework.http | POST http://127.0.0.1:8000/api/cart/items -> 201 (8 ms)
2026-08-14 09:47:52,260 | INFO    | test | END   tests/web/test_shopping_flow.py::test_cart_survives_a_page_reload[webkit] (2.36s)
