2026-08-14 09:47:30,157 | INFO    | test | START tests/web/test_shopping_flow.py::test_cart_survives_a_page_reload[firefox]
2026-08-14 09:47:32,036 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/auth/login "HTTP/1.1 200 OK"
2026-08-14 09:47:32,036 | INFO    | framework.http | POST http://127.0.0.1:8000/api/auth/login -> 200 (10 ms)
2026-08-14 09:47:32,045 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/cart "HTTP/1.1 200 OK"
2026-08-14 09:47:32,046 | INFO    | framework.http | GET http://127.0.0.1:8000/api/cart -> 200 (6 ms)
2026-08-14 09:47:32,051 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/products?in_stock=true "HTTP/1.1 200 OK"
2026-08-14 09:47:32,052 | INFO    | framework.http | GET http://127.0.0.1:8000/api/products?in_stock=true -> 200 (5 ms)
2026-08-14 09:47:32,058 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/cart/items "HTTP/1.1 201 Created"
2026-08-14 09:47:32,059 | INFO    | framework.http | POST http://127.0.0.1:8000/api/cart/items -> 201 (6 ms)
2026-08-14 09:47:33,235 | INFO    | test | END   tests/web/test_shopping_flow.py::test_cart_survives_a_page_reload[firefox] (3.08s)
