2026-08-14 09:46:10,802 | INFO    | test | START tests/services/test_cart_flow.py::test_adding_unknown_product_is_rejected[0]
2026-08-14 09:46:10,840 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/auth/login "HTTP/1.1 200 OK"
2026-08-14 09:46:10,840 | INFO    | framework.http | POST http://127.0.0.1:8000/api/auth/login -> 200 (6 ms)
2026-08-14 09:46:10,843 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/cart "HTTP/1.1 200 OK"
2026-08-14 09:46:10,844 | INFO    | framework.http | GET http://127.0.0.1:8000/api/cart -> 200 (2 ms)
2026-08-14 09:46:10,849 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/cart/items "HTTP/1.1 404 Not Found"
2026-08-14 09:46:10,849 | INFO    | framework.http | POST http://127.0.0.1:8000/api/cart/items -> 404 (3 ms)
2026-08-14 09:46:10,855 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/cart "HTTP/1.1 200 OK"
2026-08-14 09:46:10,855 | INFO    | framework.http | GET http://127.0.0.1:8000/api/cart -> 200 (3 ms)
2026-08-14 09:46:10,857 | INFO    | test | END   tests/services/test_cart_flow.py::test_adding_unknown_product_is_rejected[0] (0.06s)
