2026-08-14 07:34:48,114 | INFO    | test | START tests/services/test_cart_flow.py::test_adding_unknown_product_is_rejected[abc]
2026-08-14 07:34:48,151 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/auth/login "HTTP/1.1 200 OK"
2026-08-14 07:34:48,151 | INFO    | framework.http | POST http://127.0.0.1:8000/api/auth/login -> 200 (6 ms)
2026-08-14 07:34:48,161 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/cart "HTTP/1.1 200 OK"
2026-08-14 07:34:48,161 | INFO    | framework.http | GET http://127.0.0.1:8000/api/cart -> 200 (9 ms)
2026-08-14 07:34:48,166 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/cart/items "HTTP/1.1 422 Unprocessable Entity"
2026-08-14 07:34:48,167 | INFO    | framework.http | POST http://127.0.0.1:8000/api/cart/items -> 422 (2 ms)
2026-08-14 07:34:48,173 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/cart "HTTP/1.1 200 OK"
2026-08-14 07:34:48,173 | INFO    | framework.http | GET http://127.0.0.1:8000/api/cart -> 200 (4 ms)
2026-08-14 07:34:48,174 | INFO    | test | END   tests/services/test_cart_flow.py::test_adding_unknown_product_is_rejected[abc] (0.06s)
