2026-08-13 21:05:27,491 | INFO    | test | START tests/web/test_shopping_flow.py::test_cart_survives_a_page_reload[webkit]
2026-08-13 21:05:28,888 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/auth/login "HTTP/1.1 200 OK"
2026-08-13 21:05:28,888 | INFO    | framework.http | POST http://127.0.0.1:8000/api/auth/login -> 200 (4 ms)
2026-08-13 21:05:28,897 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/cart "HTTP/1.1 200 OK"
2026-08-13 21:05:28,898 | INFO    | framework.http | GET http://127.0.0.1:8000/api/cart -> 200 (4 ms)
2026-08-13 21:05:28,909 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/products?in_stock=true "HTTP/1.1 200 OK"
2026-08-13 21:05:28,910 | INFO    | framework.http | GET http://127.0.0.1:8000/api/products?in_stock=true -> 200 (8 ms)
2026-08-13 21:05:28,922 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/cart/items "HTTP/1.1 201 Created"
2026-08-13 21:05:28,923 | INFO    | framework.http | POST http://127.0.0.1:8000/api/cart/items -> 201 (12 ms)
2026-08-13 21:05:30,019 | INFO    | test | END   tests/web/test_shopping_flow.py::test_cart_survives_a_page_reload[webkit] (2.53s)
