2026-08-13 21:04:48,097 | INFO    | test | START tests/web/test_shopping_flow.py::test_removing_an_item_updates_the_total[firefox]
2026-08-13 21:04:50,330 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/auth/login "HTTP/1.1 200 OK"
2026-08-13 21:04:50,330 | INFO    | framework.http | POST http://127.0.0.1:8000/api/auth/login -> 200 (17 ms)
2026-08-13 21:04:50,358 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/cart "HTTP/1.1 200 OK"
2026-08-13 21:04:50,359 | INFO    | framework.http | GET http://127.0.0.1:8000/api/cart -> 200 (14 ms)
2026-08-13 21:04:50,371 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/products?in_stock=true "HTTP/1.1 200 OK"
2026-08-13 21:04:50,371 | INFO    | framework.http | GET http://127.0.0.1:8000/api/products?in_stock=true -> 200 (11 ms)
2026-08-13 21:04:50,392 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/cart/items "HTTP/1.1 201 Created"
2026-08-13 21:04:50,392 | INFO    | framework.http | POST http://127.0.0.1:8000/api/cart/items -> 201 (19 ms)
2026-08-13 21:04:52,157 | INFO    | test | END   tests/web/test_shopping_flow.py::test_removing_an_item_updates_the_total[firefox] (4.06s)
