2026-08-13 21:05:27,923 | INFO    | test | START tests/web/test_shopping_flow.py::test_removing_an_item_updates_the_total[webkit]
2026-08-13 21:05:29,433 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/auth/login "HTTP/1.1 200 OK"
2026-08-13 21:05:29,433 | INFO    | framework.http | POST http://127.0.0.1:8000/api/auth/login -> 200 (10 ms)
2026-08-13 21:05:29,442 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/cart "HTTP/1.1 200 OK"
2026-08-13 21:05:29,442 | INFO    | framework.http | GET http://127.0.0.1:8000/api/cart -> 200 (7 ms)
2026-08-13 21:05:29,449 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/products?in_stock=true "HTTP/1.1 200 OK"
2026-08-13 21:05:29,449 | INFO    | framework.http | GET http://127.0.0.1:8000/api/products?in_stock=true -> 200 (6 ms)
2026-08-13 21:05:29,456 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/cart/items "HTTP/1.1 201 Created"
2026-08-13 21:05:29,457 | INFO    | framework.http | POST http://127.0.0.1:8000/api/cart/items -> 201 (6 ms)
2026-08-13 21:05:30,686 | INFO    | test | END   tests/web/test_shopping_flow.py::test_removing_an_item_updates_the_total[webkit] (2.76s)
