2026-08-13 21:03:09,279 | INFO    | test | START tests/services/test_cart_flow.py::test_checkout_with_empty_cart_is_rejected
2026-08-13 21:03:09,315 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/auth/login "HTTP/1.1 200 OK"
2026-08-13 21:03:09,315 | INFO    | framework.http | POST http://127.0.0.1:8000/api/auth/login -> 200 (2 ms)
2026-08-13 21:03:09,318 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/cart "HTTP/1.1 200 OK"
2026-08-13 21:03:09,319 | INFO    | framework.http | GET http://127.0.0.1:8000/api/cart -> 200 (2 ms)
2026-08-13 21:03:09,323 | INFO    | httpx | HTTP Request: POST http://127.0.0.1:8000/api/orders "HTTP/1.1 422 Unprocessable Entity"
2026-08-13 21:03:09,323 | INFO    | framework.http | POST http://127.0.0.1:8000/api/orders -> 422 (3 ms)
2026-08-13 21:03:09,352 | INFO    | httpx | HTTP Request: GET http://127.0.0.1:8000/api/cart "HTTP/1.1 200 OK"
2026-08-13 21:03:09,352 | INFO    | framework.http | GET http://127.0.0.1:8000/api/cart -> 200 (27 ms)
2026-08-13 21:03:09,354 | INFO    | test | END   tests/services/test_cart_flow.py::test_checkout_with_empty_cart_is_rejected (0.08s)
